id,predict_0,predict_1,predict_2
2,0.893472486735,0.106453690119,7.382244803e-05
3,0.276989674568,0.698514187336,0.0244961306453
4,0.894554406405,0.103963799775,0.00148179405369
7,0.360175457597,0.566165775061,0.0736587673426
9,0.0261340886355,0.693469762802,0.280396142974
10,0.981961607933,0.0170069932937,0.00103143649176
11,0.453717231751,0.546099245548,0.000183528827619
12,0.6130595088,0.382686701417,0.0042537720874
14,0.185028377176,0.813922417164,0.00104919925798
15,0.969897866249,0.0299951452762,0.000106984574813
16,0.346353238821,0.627517738939,0.0261290334165
17,0.773134505748,0.223180824518,0.00368465809151
18,0.99853271246,0.00145251280628,1.47668106365e-05
21,0.0371005013585,0.864325118065,0.0985743544996
22,0.91630871296,0.083610701561,8.0581725342e-05
25,0.652283316851,0.345040762424,0.00267592445016
30,0.996933311224,0.00300618540495,6.04946690145e-05
32,0.654232656955,0.345526242256,0.000241106492467
34,0.530571830272,0.312895578146,0.156532617659
35,0.17843208015,0.80327771306,0.0182901956141
36,0.767332828045,0.232505568862,0.00016158548533
37,0.967357158661,0.0281293839216,0.00451343785972
39,0.976812362671,0.020688932389,0.00249873124995
40,0.651429051161,0.20262490809,0.145946040749
41,0.783231151104,0.216546106339,0.000222735310672
42,0.155402156711,0.825839531422,0.0187582932413
45,0.05833632499,0.514657321572,0.42700637579
46,0.996445298195,0.00351195340045,4.27581908297e-05
47,0.841711384058,0.127345535159,0.0309430938214
48,0.0461050793528,0.136336955428,0.817557942868
50,0.255725646019,0.638445723057,0.105828601122
51,0.169182485342,0.826833868026,0.00398363918066
52,0.998278558254,0.00169377459679,2.76582832157e-05
56,0.649736797809,0.349861198663,0.000402004749049
58,0.636198759079,0.361182905733,0.00261835101992
62,0.988903284073,0.0110389022156,5.77752653045e-05
63,0.997894257307,0.00206659780815,3.9159989683e-05
65,0.93943887949,0.0258120428771,0.0347490869463
66,0.0595772638915,0.394003212452,0.546419531107
70,0.0694240033625,0.468929393589,0.461646610498
71,0.977628290653,0.0201392620802,0.00223245192319
72,0.557598412037,0.351090428233,0.0913111560047
73,0.975469172001,0.0244529396295,7.7891018009e-05
74,0.361537909508,0.638124653697,0.000337417935952
76,0.930960011482,0.0689308859408,0.000109116299427
77,0.803725039959,0.188814663887,0.0074602784589
78,0.33229059875,0.285006740689,0.382702630758
82,0.221848747134,0.749474012852,0.0286772213876
85,0.0850467711687,0.21347554177,0.701477694511
86,0.984227746725,0.0157000962645,7.2166600148e-05
87,0.727743482589,0.266269290447,0.0059872046113
95,0.999072313308,0.00089998735348,2.76864011539e-05
96,0.646357315778,0.0695141620934,0.284128540755
97,0.894793254137,0.0965408861637,0.0086658746004
98,0.997436821461,0.00251097325235,5.21997499165e-05
100,0.983339548111,0.0147624183446,0.00189802609384
101,0.574045699835,0.425697374344,0.000256924337009
102,0.996723771095,0.0032182103023,5.8003817685e-05
103,0.522924691438,0.47588506341,0.00119025853928
106,0.583702874183,0.0429021939636,0.373394916951
108,0.161695495248,0.83801984787,0.00028466351796
109,0.75437065363,0.242824649811,0.00280468701385
110,0.713185048104,0.28293042779,0.00388453621418
113,0.0813683226704,0.391264408827,0.527367305755
114,0.922775506973,0.0737938433885,0.00343064125628
116,0.971813648939,0.021491996944,0.0066943662241
117,0.606889981032,0.371461284161,0.0216487310827
118,0.816708737612,0.175177386403,0.0081138536334
121,0.989394664764,0.0105047263205,0.00010060040222
122,0.883733952045,0.11491711475,0.00134893483483
123,0.841530835628,0.157106333971,0.00136285903863
124,0.998479425907,0.00148865650408,3.19277314702e-05
126,0.372032669187,0.627294707299,0.00067262002267
127,0.853138172626,0.144160224497,0.00270158331841
128,0.917573601007,0.0757697969675,0.00665661972015
133,0.626572394371,0.34175927043,0.0316683277488
136,0.0468032062054,0.459521842003,0.49367492199
137,0.586969125271,0.412863236666,0.000167663383763
140,0.609215116501,0.389858537913,0.000926334236285
141,0.352284917235,0.647485202551,0.000229895842495
143,0.758195614815,0.121549758315,0.120254639909
144,0.97592240572,0.0239940285682,8.3553677541e-05
145,0.0431293919683,0.108289495111,0.848581135273
147,0.900878500939,0.0219986401498,0.0771228589117
148,0.514950811863,0.48461638391,0.000432800763519
150,0.430391144752,0.55594162941,0.013667229563
151,0.943797451258,0.051703250804,0.00449929246679
153,0.900443196297,0.09457719326,0.00497960206121
155,0.974232047796,0.0256848428398,8.312164573e-05
156,0.74329855442,0.251871621608,0.00482980813831
160,0.239713019133,0.73153757453,0.0287494212389
163,0.0521605834365,0.418985486031,0.528853952884
164,0.85504682064,0.142136353254,0.00281679583714
165,0.507535398007,0.473252683878,0.0192118808627
166,0.982271850109,0.0176331792027,9.49899986155e-05
167,0.741078323126,0.18584086597,0.073080823943
168,0.893453264237,0.106464665756,8.208071813e-05
169,0.987819314003,0.0119072105735,0.000273488054518
170,0.0106651410461,0.0249173380435,0.964417517185
171,0.239281344414,0.760401201248,0.000317416503094
172,0.0169547013939,0.0403838381171,0.942661464214
173,0.563645648957,0.432459381222,0.00389496330172
174,0.133145464957,0.69721531868,0.169639231265
175,0.979797363281,0.0189839750528,0.00121865607798
176,0.149048084766,0.476725298167,0.374226635694
180,0.883167684078,0.112681247294,0.00415107188747
181,0.00550633016975,0.314120514505,0.68037314415
182,0.482896471023,0.497893443703,0.0192101057619
185,0.402664786577,0.596870058775,0.000465145538328
186,0.874893397093,0.112021289766,0.0130853066221
187,0.935844254493,0.0531201397069,0.0110355895013
189,0.12285204269,0.815763062238,0.0613848801703
192,0.136160466075,0.858716827631,0.0051227044314
194,0.985415875911,0.0145098976791,7.42363918105e-05
195,0.895510447025,0.102259974182,0.00222958647646
197,0.993093729019,0.00678263697775,0.000123659614473
198,0.836152029037,0.163551899791,0.000296071812045
201,0.999565839768,0.000417549919803,1.6628720914e-05
202,0.917571932077,0.0780467242,0.00438135303557
203,0.976405143738,0.0187533106655,0.00484153814614
205,0.884313994646,0.115494793654,0.000191230996279
208,0.765517842769,0.231313842535,0.00316831702367
209,0.424925979972,0.574839162826,0.000234854582232
210,0.326268395782,0.315426900983,0.358304703236
211,0.860478949547,0.0400042198598,0.0995168231428
214,0.947743654251,0.0438469424844,0.00840942189095
215,0.158646779694,0.365632446855,0.475720763206
216,0.0949619069696,0.899550509453,0.00548762688415
218,0.146520468593,0.851207387448,0.0022721751593
219,0.845695728064,0.149318656325,0.00498563051224
220,0.372058001161,0.561224222183,0.0667177654803
222,0.0920188494027,0.846321904659,0.0616592124105
224,0.153716752678,0.78232524395,0.0639579912648
226,0.834177076816,0.1571739465,0.00864897482095
228,0.230071703717,0.763861405849,0.00606689602135
229,0.00703012989835,0.0437472164631,0.949222654104
230,0.644048380852,0.355728697777,0.000222892456804
231,0.821065282821,0.17861693874,0.000317767611705
232,0.976833224296,0.0230550244451,0.000111773057143
233,0.997449457645,0.00251875934191,3.17868471029e-05
235,0.990216076374,0.00973126105965,5.26718213225e-05
236,0.992506027222,0.0074378377758,5.61345368625e-05
237,0.577933210135,0.110724524036,0.311342275143
241,0.793517190218,0.20641436968,6.84526748955e-05
244,0.766212010383,0.229407539963,0.00438045337796
245,0.628162002563,0.371589326858,0.000248643249506
246,0.552033579349,0.429264271259,0.0187021512538
249,0.409179365635,0.590602779389,0.000217843058635
250,0.376502656936,0.432266396284,0.19123096168
252,0.336472561956,0.628439003229,0.035088442266
253,0.0117349252105,0.0259593352675,0.962305724621
254,0.743038290739,0.11418697536,0.142774733901
255,0.587932944298,0.411584034562,0.00048299098853
258,0.925219595432,0.053451448679,0.0213289447129
261,0.160477338731,0.768970704078,0.0705519646406
264,0.0069024702534,0.0341683626175,0.958929181099
267,0.155204752833,0.785095131397,0.0597000803799
268,0.392044836282,0.584655305743,0.023299857974
271,0.684800112248,0.299607163667,0.015592738986
273,0.999863624573,0.000128692699945,7.6863070717e-06
276,0.984954923392,0.0149226402864,0.000122420737171
277,0.844178402424,0.155665347725,0.000156229813001
278,0.861649060249,0.138233377039,0.000117565723485
280,0.996466696262,0.00345855811611,7.4744937592e-05
281,0.823193335533,0.176672114432,0.000134548507048
282,0.904416334629,0.0873794473708,0.00820422451945
283,0.365119487047,0.350763428211,0.284117084741
285,0.712297070027,0.287443783879,0.000259149004706
286,0.980936825275,0.0179887749255,0.00107441376894
287,0.458783459664,0.463461458683,0.0777550891042
288,0.921008479595,0.0263940542937,0.0525974926539
289,0.999424308538,0.00051341159269,6.2294602685e-05
291,0.00844432320445,0.0698931880295,0.921662521363
294,0.254292236269,0.597182542085,0.148525206745
298,0.688065516948,0.297457006573,0.01447750628
301,0.94176185131,0.0518103167415,0.00642783753575
303,0.999060273171,0.00091224949574,2.74557714874e-05
304,0.905392169953,0.094443999231,0.000163805918419
305,0.43340985775,0.546454411745,0.020135730505
307,0.276198145747,0.400442683696,0.323359170556
308,0.590092450381,0.222511196137,0.187396323681
309,0.280449490994,0.111046785861,0.608503723145
310,0.0866032496094,0.80542421937,0.107972526364
311,0.871266210079,0.121515488625,0.0072182677686
312,0.202140915394,0.450518298149,0.347340756654
314,0.997654914856,0.00229259766639,5.2457835409e-05
316,0.853019756079,0.138830426335,0.0081498203799
318,0.995996534825,0.00394216179848,6.13143856755e-05
322,0.624121719599,0.270480249077,0.105398021545
324,0.862900656462,0.132502186299,0.00459715025499
325,0.26726102829,0.0282182618975,0.704520702362
326,0.721926891804,0.27790722847,0.0001658739493
328,0.704426717758,0.289093750716,0.00647954503075
329,0.364238466323,0.531127297878,0.104634224623
330,0.752702474594,0.247066006064,0.000231513535254
331,0.998375296592,0.00158576772083,3.89473207179e-05
332,0.99891346693,0.0010591277387,2.73701571132e-05
333,0.20540215671,0.775839531422,0.0187582932413
335,0.855039787292,0.14481471777,0.000145488389535
336,0.740320783853,0.252893286943,0.0067859138362
337,0.3189417243,0.677751767636,0.00330649106764
340,0.0104751642794,0.0803542483598,0.909170609712
342,0.00450506806374,0.061928414926,0.933566522599
344,0.99975514412,0.000234562307014,1.03011398096e-05
346,0.982975155115,0.016065467149,0.0009593803552
347,0.983453929424,0.0162434224039,0.000302685948554
349,0.957464754582,0.0424022227526,0.000133001740324
351,0.621091669798,0.37853691876,0.000371407892089
352,0.990598261357,0.0093503203243,5.1413804613e-05
353,0.949410569668,0.0505686868681,2.07779630727e-05
354,0.331338346005,0.66847461462,0.000187019672012
356,0.920675992965,0.0789409428835,0.00038305594353
359,0.30927631855,0.652037882805,0.0386857613921
361,0.82937694788,0.170442718267,0.000180345290573
362,0.935724079609,0.064106374979,0.000169541075593
365,0.889678251744,0.105423606187,0.00489815697074
366,0.660515612364,0.307188743353,0.0322956368327
367,0.173073484004,0.80509545803,0.0218310914933
368,0.856445908546,0.143353819847,0.000200254842639
369,0.119091421365,0.827203255892,0.0537053215783
370,0.220150858164,0.779624402523,0.000224720512051
372,0.54524821043,0.434277296067,0.0204745046795
374,0.981434226036,0.0184563063085,0.000109467218863
375,0.433260667324,0.219478940964,0.347260391712
376,0.050624091178,0.418513959646,0.530861937999
378,0.0819850407541,0.912334156037,0.0056808004156
380,0.998387426138,0.00156701088417,4.55341287307e-05
382,0.993546247482,0.00637346925215,8.0294703366e-05
383,0.925308048725,0.0740584358575,0.000633506686425
384,0.671546843648,0.328235375881,0.000217789696762
386,0.443679887056,0.13821028471,0.418109858036
388,0.996639132499,0.0033293524757,3.15359611705e-05
389,0.793723976612,0.0917569503188,0.114519082382
390,0.843522948026,0.156321871281,0.000155176414409
393,0.633664214611,0.23407818377,0.132257594168
394,0.473540365696,0.144179198146,0.382280421257
395,0.338702854514,0.578999519348,0.0822976075113
396,0.0177932363003,0.0895490601659,0.892657709121
398,0.635165637732,0.354153031111,0.0106813479215
399,0.265017715097,0.65256947279,0.0824128195644
401,0.780138528347,0.159600554407,0.0602609060705
402,0.955996990204,0.039464071393,0.00453890301287
404,0.995833963155,0.00411158474162,5.4439777159e-05
405,0.979304611683,0.0206182710827,7.71134364185e-05
407,0.544174683094,0.455450940132,0.000374378141714
410,0.8604667902,0.139384019375,0.000149210187374
414,0.241255408526,0.751740539074,0.00700403098015
416,0.31131439656,0.548536771536,0.140148831904
418,0.949345421791,0.0506342749693,2.0270654204e-05
419,0.974808454514,0.0123987551779,0.012792751193
422,0.865271985531,0.134521618485,0.000206423559575
423,0.948733210564,0.0474770963192,0.00378967961297
425,0.992921054364,0.0070123337209,6.66246778565e-05
426,0.905796122551,0.0940979599953,0.000105901272036
427,0.996433436871,0.00349141843617,7.51700572435e-05
428,0.156346908211,0.840741539002,0.00291153113357
431,0.739634853602,0.257828059793,0.00253709685057
433,0.667654383182,0.332011055947,0.000334559706971
434,0.99500566721,0.00495309662074,4.12327426602e-05
435,0.985720753669,0.0141763230786,0.000102912876173
436,0.950331151485,0.0495463609696,0.00012253402383
440,0.771723157168,0.227633306384,0.000643524108455
441,0.0053565809503,0.161777047813,0.83286639452
442,0.69723611474,0.247014808655,0.0557490784675
443,0.954153835773,0.0456616580487,0.000184491829714
445,0.183839699626,0.805649900437,0.0105103943497
